reviewId,userName,content,score,thumbsUpCount
22b3850e-ffcb-40f5-83c8-1824a26a17e2,layangan jepret garut,dari tahun gajah masih ga bisa daftar setannnn,1,0
1bca34fd-5bc8-4ee7-9031-564490fc52d8,Di di,"go fatner mantap,semoga kita semua selalu sukses",5,0
d763924d-7b36-41a7-823b-455afdac528f,widiyanto,makasih salam sehat sehat selalu,5,0
12d96d66-c49d-4130-95ac-addc8ec58d19,Agustiono,Autobid nya gak ada bunyinya orderan masuk tapi gak ada notif tiba tiba di batalin pelanggan. gimana nih jek.,1,3
cee0ea00-e7fb-41cd-a775-73c928e44542,Afih Fauzi,"kerja optimal, konsisten, Tiba-tiba seharian cm satu orderan?????? ya Tuhan...",5,0
697628bf-01d7-47ba-a888-63789529157c,Muhammad Azi,gojek parah saya di kasih satu olderan aja setia Ari,3,0
65881620-8776-40aa-ad2e-4bfd03434014,Ugi Pratama,pemula udh kena mentaal,3,0
f44bd4af-a205-430e-855f-c7725dfd0c72,KANG YADI CITAPEN,"ngaco terus orderan nya.. disetel arah pulang, eeeeh yang masuk orderan ke arah sebaliknya, order penjemputan sangat jauh, tolong sesuai kan Lah ongkir nya. jarak penjemputan kalau jauh tolong disesuaikan ke ongkos trip order, supaya kami driver gak terlalu rugi bensin. mohon ditanggapi boss. terimakasih.",2,1
98d3e90e-3221-40fe-af9a-3fcc23649f15,Gojek Mono,"Buat para rekan Driver jangan kaya orang BEGO dah, udh tau komplain dengan cara komen disini gak dibaca & tanggapi. masih aja pada ngeluh disini. aplikator jelas-jelas ""mempermainkan"" kita sebagai driver, kita sebagai driver tujunkanLah ""cara main"". misal; kita dapet order penumpangnya orang aplikator, kita bunuh aja atau minimal bikin cacat. kebijakan aplikator juga jelas-jelas membunuh driver secara halus, driver tunjukan caa membunuh secara kasar. oke, Salam satu aspal, salam satu penderitaan",1,5
a71d1f27-0c58-40fc-9e65-31e0b83d27a1,Muhammad Nazar,Makin kesini makin ancur argo dan potongan sangat tinggi,5,10
f9927e64-1b61-4509-8f99-3009c08fc010,hadi ismanto,sangat membantu,5,0
7449e1f7-c169-4378-b0ed-0a1461b922a9,Imam Darmawan,kaga dikasih kasih orderan,3,0
618ec095-8d6b-4910-b107-35918a97e9cf,muhammad hasan,di kota malang 2700/km driver buntung,5,1
dda50ebf-ec59-4b12-8296-2f603ab77d9e,Hero Trans,"tolong maps Go-Jek nya di normal kan,kalau bisa jangan terbalik dan kalau bisa drivernya pakai maps Go-Jek jangan ke google maps karena makan biaya lagi",5,0
fa00241d-60cc-4b77-a3e1-f534efa81255,Riki Tirta,"saya sampe skrg gak bs mikir,alamat di lokasi a,. knp titik bs di lokasi c, tuh dpt titiknya dr mana jek????lu mang blom puas,makan dr keringet driver lewat program slot dll.klo merasa gak cukup ni untungnya,y ud lu jual dah sm grab.biar driver gak sengsara dibikin sm lu jek😎",1,12
cbd282c0-4beb-4bbd-9ad1-5b2cb5476797,Cecep Cecep,belum bisa aktip,5,0
c435e005-d67a-4faa-bc77-81e98327bd29,cosmas hadijanto (os),ok,5,0
ebfb1597-14df-4a37-bd2e-345a6cf87e3c,Hendi Permana,"kepada yang terhormat aplikator gojek driver, tolong evaluasi untuk mendapatkan oderan di karnakan untuk mendapatkan oderan sulit,",5,0
9500c906-458a-4358-91e4-48d43a8e8f6b,Dencor 777,2hari tidak di kasih orderan,1,0
3d6cb5be-ca96-4e9e-aa18-e25ae2cdec18,Roid Food,Jarak penjemputan penumpang 2 kali lebih jauh dari pada jarak pengantaran. tekorlah.,2,1
f6f6c175-3c24-43da-a923-72c578463d4f,Asep AJ,"saya kasih 🌟 1 dulu karna saya merasa sulit untuk mendapatkan orderan padahal saya sudah konsisten ONBID dari jam 6 pagi sampe jam 5 sore kadang sampe jam 6 petang cuma dapat orderan 4 , 3 , 1,kadang gak pecah teloorrr sama sekali 2 hari berturut turut, kemarin dapat 2 orderan, kemarin nya dapat 2 orderan, kemarin nya juga dapat 2 orderan, 3 hari berturut turut dapat 2 orderan udah hampir 3 minggu akun saya anyeeppp JEK... loe apain akun gw .. dapat BHR cuma GOCAP, gw kasih 🌟 1 dulu deh",1,1
9b83df6c-2b15-4830-b023-b72e7ea98810,Maruly Ambarita,ga enak,1,0
f71db846-f505-45be-ae76-61658ce74f93,ABDUL HARIS,"tolong dong di maksimalkan lagi aplikasi nya,,,delay nya lama terus ini",5,1
c21c9b8a-8e12-4f90-ba17-f43b3acdb676,Hendra Paul,"sejak diupdate susah dapat orderan, tidak adil sistem pemberian orderan k driver, tidak ada solusi yg cepat bila mengajukan keluhan",1,3
d1f3ae7c-8c12-4c0c-8f61-e44c9ee7d6bf,Safi Dialova,tolong hapus akun aceng,1,0
59b63e0c-39a9-4ea2-8c6e-286e82fed510,Elin Permata,ya Allah gak di bagi orderan udh dua hari gak dapet orderan sma sekali apundah ini orderan nya langka apa emang ane ga bibagi orderan sih......! Apun dah,3,0
20d5982c-7d65-4438-87e9-aa48bd212191,Mahmut Hamutt,gasss poll,5,0
991eac6a-c8f9-4a6b-a490-218f404b2211,Winston Buulolo,aplikasi ini memiskinkan driver.,1,0
8426c81a-7c0c-4440-994d-3c9be4ff8134,Alif Fikri Prasetya,Nunggu orderan masuk lama. sekali dapet Titik jemputnya jauh. Payah,1,2
0d98856c-635a-4c38-a35f-44cb45a0a795,yong fixer,argonya tak manusiawi,1,11
cce0f072-bad0-4073-aa01-06f38e9f63cc,Fikri Inay,apk mantap...tetap semangat mencari nafkah untuk keluarga,5,0
a7e1ba5c-27e6-4497-a013-a06dbefda798,Muhammad Tony Arso Solum,Bagus,5,0
4046eb1a-6258-4870-af57-8ac5c54652a0,Aria Eko Nugroho,"Bintang 1 dulu,. mitra bukan budak orderan,. sudah bonus hilang, makin lama pendapatan makin dikikis,.",1,0
3201529f-492e-4c8a-a9fe-a60349c8194f,Karim Djafar,"2 sampai 3 jam orderan baru masuk, yg di prioritaskan akun slot sama goceng.. sejak di dora jadi ceo GO-JEK, banyak keanehan dan ketololan yang terjadi.",1,2
a92622b3-6df9-43df-8659-71a64d8fe8bb,ahmad fachroji,kasih orderan dong,5,5
ade9100a-a9eb-4743-bb0d-aea6b51a9edc,Edi Gunawan,"Ini aplikasi semakin gak jelas. masa gojek seperti sistem kerja opersional seperti di kantoran atau ritel. terus dibagian cek aplikasi nilai penyelesaian dan penerimaan trip 99% tp bintangnya warna merah, terus untuk perbaikin penerimaan dan penyelesain trip, orderan pun malah minim orderan sehari ditetapkan 5 order 2 sesi pagi dan sore",1,3
fd94b226-86e1-43ff-91b5-0a38d3945004,Lakshita Maheswari,jemput nya 4.5 km... saya ambil.... tpi d tengah perjalanan d cancel sistem karena saya di bilangntidak mengarah k resto..... rugi bensin dan waktu.... gojek2... hancurrrrrrr,1,1
b54dc19b-ac72-482f-94db-ac9c9f5a3a98,Syifa Syafa,"syistem kaga jelas. udah jemput jauh tiba tiba dicancel castamer eh performa ancur, parah",5,1
c5916078-0281-4c2d-bf61-e5caede1cf2f,Lukman Indrawan,tidak jelas,1,2
c34b2885-5e6e-4f43-9a51-ca2a6be82781,Semoga lebih baik 4 ever,sekarang gojek makin update makin delay,5,0
6d4dc5c8-edd2-45ea-9d67-e0a7cd2ef437,Ira ayu Febrianti,gojek tololll dri tdi udah 2 jam ga di kasih orderan dasar dark system kontolll,1,4
482cc254-9f5f-48f1-9076-fca280cba5f1,Andi Aqsha,"mohon maaf admin gojek/gocar, saya sudah berhari2 tidak online karena mobil saya rusak di bagian kaki2nya dan belum bisa perbaiki, berhubung klo di pakai takutnya penumpang tidak nyaman. caranya untuk informasikan ini biar saya tidak dikenakan suspent gimana?",4,1
268793e2-e44a-416d-b392-7320a3c7cdeb,gus ngara,gojek makin gila ongkir8800 ambilnya sampai 6km .dimana hati nurani mu jek tambah parah sistem gojek sekarang gk kasian sama drivermu,1,5
43993634-b06b-4fba-acb6-8b8495407c86,Syamsul Rizal,mantap,5,0
19c47b58-e437-4143-b47f-76ff50b73033,Ridwan Santoso,bagaimana someday Argo nya gak kecil. pengantaran jauh Argo rendah. setia penjemputan dan pengantaran selisih nya 2 sampai 3km antara maps google berbeda dengan yg tertulis di aplikasi gojek. gak korup gak idup gak korup gak bisa makan anda luar biasa,1,29
c546c089-c516-4a51-894d-785a95be47d3,Suwarno Dwi,tiap hari onlen tapi orderan tetep susah...,5,0
49f8b45a-9f8a-4efe-82cd-d654e0b82fb9,Geboy Susyanti,menyesal jadi masuk Aceng dri leguler ditawarkan kata.nya gofood jarak dekat.teryatah orderan masuk 4kilo atau 5kilo.tolong server perbaiki itu orderan leguler kenapa dimasukin ke aceng.jngan terlallu memaksa.kn kilo.nya ke Aceng itu rezeki leguler jngan terlallu pilih2 ksih,1,0
1cd20917-042e-4826-befc-c554aa028acf,Rambo Edy,orderannya makin hari..makin ga ada..penghasilan driver kurang memadai,1,3
81cc699e-839d-4284-afdb-dc58b9d75bfb,Andi Winardi,naek versi malah anyeb kaga naek maksa naek. kacau erorr mulu versi baru,1,7
829350c5-e4f8-4f20-b4e9-9dcfa6b5c2e6,Haris Arceus lugia,Lancar kan salam plat L,5,3
2443a2b5-9132-47ea-9123-6370b76e4214,Ade Achdiyat,"Jadi DRIVER ojol sekarang serba salah. Tidak ikut jadwal slot gak dapet orderan, seharian nongkrong. Sekalinya dapet orderan harus ikutan jadwal slot, tapi potongan argo nya se enak nya 50% lebih. Payah bgt aplikator skrg. Gak mikir nge bid itu pakai bensin, quota, motor dan tenaga. Uang 5000/6000 satu orderan cukup buat apa nyong? mana PP lg, ganti quota doang?? lalu keutungan buat DRIVER apa?? PADA GAK PUNYA OTAK..!! ELU² TANPA DRIVER² DI LAPANGAN DAPET UNTUNG APA NYONG??? HARGAI DONG JASA NYA",2,25
72b396e8-70fc-4cee-8c9e-adde6b2ee57b,wisang andriarto,parah...gada otak....,1,5
37713724-ddd5-4bab-bc95-5c02efc2893a,Dj Mayor,"gojek kenapa sih sekarang Makinan parah,akun g di tarik² malah di suspent,padahal dulu enak dan g parah kaya begini.!!!saya g narik² kan jagain bapak struk,terus meninggal dan sekarang jagain ibu saya jadi g bisa narik dulu,nanti kalau bisa juga saya narik lagi. Tolong Perhatian nya dong Gojek 🙏",1,12
735a6ef4-7649-45a2-b357-5df1c1c9144d,Syahrulhry Official,Aplikasi Ga Jelas Akun Sehat Orderan Gak Dikasih,1,1
910ab48e-85f4-4a6f-92e4-ace73b5d5cf3,Juan Duha Duha,adminnya stres masa iya jarak jemput barang 7km jarak antar 5 km kalo upah rp10000 kalo dihitung mah upah bersih Rp 24000 apa gk stres toh adminnya,1,2
99ec8fca-6c0e-4eb4-9b0c-7ac7ab91cf3a,Nandang Ruhyat,aplikasi serakah,1,0
5b7301df-893c-42cf-a3f8-e1274fa9e6d6,Gede Pasek,bagus,5,0
69bc187a-eeef-42eb-927a-4976b35d6ec7,Achmad Sapei,aplikasi bau,1,1
d9530e80-0ad2-46d9-9a36-88b2dd0a78e8,Achmad Syarifudin,"tolong gojek , jgn ada yg namanya member,slot ,bersaing secara adil.",5,6
24463838-e0f6-46c8-9543-a7a126990045,Imam Riyadi,"Gojek Tolol, merugikan driver",1,0
38fbe3ce-4cbd-4602-a6b3-e68ae6cf0929,Qwerty Fingger,Gokilat Baru Banding Blm ada order Smoga Area Jaktim Mulai Ramai Order,3,0
dc7ea974-0c5b-4308-974b-849c3ce2c69a,Abdillah Syawal,Busuk!,1,155
cf4fec99-3a8c-4231-be7c-2095f12e12a3,Kholid Lid,gacor gacor gacor,5,4
77fc64e5-1a99-4d94-8845-10c59ef4f764,Muhammad Rizky,parah berapa hari ini di kasih di bawah 5 terus kemaren 2 sekarang udh siang mau jam 11 siang dari pagi jam 6 on blm di kasih 1 pun makin parah ajh gojek padahal nga ada salah apa2 langsung nyungsep ...,1,2
6c9b6d45-29b2-45b8-9242-4ad5c3310a6a,Laskar 24,"dulu gw bangga banget pake jaket gojek, tapi sekarang gojek sudah tidak seperti dulu. orderannya yang tidak ada, atau memang engga mau ngasih order.",1,0
8059c257-257a-4303-91a0-ab95142d34f3,Joko Ar,Gojek apl paling top,5,0
5affa0eb-6eb1-495e-b5ad-163b26c61632,Dian Heryana,makin kesini Makin kacau ni apk ...kalian ngsih order seenknya KE Driver argo 20rb jmpt ya 6 KM...apa GK mikir jrk jmpt kmi sgtu jauhnya...tlglah batasain max 2 atau 3 KM ..jgn seenk jidat kalian ...kalian hrs mmperhtungkn jrk jmptnya sama antrnya GK seimbg...tlg lah pola kalian th drbah,1,0
5f0e1257-a891-4f7b-b3c0-b159526be909,Maulana Ibrahim,AKUN SAYA SANGAT SULIT TERIMA ORDERAN DI VERSI INI (v1.89.0)BAHKAN AKUN SAYA HARUS MENUNGGU 3 SAMPAI 4 JAM UNTUK MENDAPATKAN ORDERAN. TOLONG SEGERA PERBARUHI VERSINYA.. HARI INI SAJA SUDAH LEBIH 4 JAM SEJAK MULAI AKTIF BELUM ADA ORDERAN SATUPUN YANG MASUK.. SANGAT ANEH TAPI NYATA.👎👎👎👎👎,1,0
1bdb62bf-677c-4c97-8b76-6a9c159805db,toyib Ahmad,semoga berubah seperti dulu,5,1
a0e5218f-b302-4d18-88e6-38cfd8d4cce3,MR. SULSUL,tidak manusiawi sehari onbid 12 jam di kasih 1/2 orderan doang,1,2
1512fa09-22ed-453b-9b98-6ce978ee0cc7,Ady Putra,mitra di paksa online tapi gak di kasih orderan..aneh,1,5
06d0590d-7000-4e92-883e-1559bae9580a,Abut Abay,"makin lol yang buat sistem nya,yang dipikirkan hanya keuntungan sendri tanpa memikirkan para driver,,,",1,0
e93e0e52-babf-48a1-8f43-419cfa7d9edb,Achmad Romdani,sistem yang tidak jelas,1,4
d7d9fb25-af87-477b-a4d0-d8e70e87f50f,Riduan Nadeak,anyep bangat,5,0
6f95a7c3-3ab4-4ede-a9dd-70515e4685d2,Bangkit Bintang,"program mitra jarak dekat makin kesini makin aneh,insentif dinaikin tapi slot reguler juga makin banyak,tolong lah di prioritaskan,kami ini cuma bisa bawa gofood,kalau anyep juga cuma bisa ngarep orderan gofood,jangan cuma mikirin bisnis,pikirkan juga kesejahteraan kami.",1,0
622f34e4-171a-4479-b655-e730cbc1cd83,Suit 2207,Semakin nga jelas dan nga wajar argo di bikin murah.. Akun reguler bisa delay aplikasi semakin TOLOL,1,6
54b92653-2989-4505-836f-48ef6a6d6a44,Saiful Hack,sy sering di cancel kemungkinan di maps penumpang seolah2 saya tdk jalan padahal sy mau sampai.,1,1
28f1c81e-7005-40a8-8a04-5b90f01bbcf0,Sanudin Suryadi,"Gojek Driver pelayanannya semakin buruk dengan adanya akun ongkos Kirim khusus Gofood Rp 5000 dan slot 5000 keduanya hanya menguntungkan Gojek, Driver tetap saja jadi babu, dengan kenaikan argo 1000 jarak 3 KM s/d 4 .4 KM jadi 6000 sudah jemput keresto 2 Km antar jadi 4.4 KM jadi 6 KM ongkos 6000 3 Trip saja menghabiskan 1 liter bahan bakar, orang kantor nga berpikir kearah sana berpikirnya profit",1,4
06016d8b-8fe8-4632-a886-57be0df9610f,Sam Dewanto,"good aplikasi, sangat membantu mencari rejeki dan mudah di gunakan",5,0
3c0c8677-5c44-41a0-b0ce-1ea16ab32537,Rina aldi,perhitungan performa yg aplikasi terapkan tidak relevan. masa hanya 1 kali cencel langsung hilang 1 persen. sementara orderan yg diambil bisa sampai 20 atau 16 orderan. mkanya ku bilang ngak relevan perhitungannya,2,502
4458ed0d-6eba-4e90-884b-92e6c06cd597,alzha putri,apk gojek driver gak jelas driver gak ikut slot tibaw pas jam 10 pagi dpt orderan tarip 6 rb tolong d perbaikin lagi,1,1
cc0b1cfc-661b-4e27-9b5b-8d9fcfbbd63d,rangga roni,anyeb kaya sayur ora di uyahi,1,0
e27c498a-c83b-4de7-b3a1-b2747e72358e,Nanang Hermawan,Tidak manusiawi,1,1
